filename,label,subject_id,window_id,dataset
bvp_S10_non_stress_0006,0,10,9,wesad
bvp_S10_non_stress_0007,0,10,10,wesad
bvp_S10_non_stress_0008,0,10,11,wesad
bvp_S10_non_stress_0009,0,10,12,wesad
bvp_S10_non_stress_0010,0,10,13,wesad
bvp_S10_non_stress_0011,0,10,14,wesad
bvp_S10_non_stress_0012,0,10,15,wesad
bvp_S10_non_stress_0013,0,10,16,wesad
bvp_S10_non_stress_0014,0,10,17,wesad
bvp_S10_non_stress_0015,0,10,18,wesad
bvp_S10_non_stress_0016,0,10,19,wesad
bvp_S10_non_stress_0017,0,10,20,wesad
bvp_S10_non_stress_0018,0,10,21,wesad
bvp_S10_non_stress_0019,0,10,22,wesad
bvp_S10_non_stress_0020,0,10,23,wesad
bvp_S10_non_stress_0021,0,10,24,wesad
bvp_S10_non_stress_0022,0,10,25,wesad
bvp_S10_non_stress_0023,0,10,26,wesad
bvp_S10_non_stress_0024,0,10,27,wesad
bvp_S10_non_stress_0025,0,10,28,wesad
bvp_S10_non_stress_0026,0,10,29,wesad
bvp_S10_non_stress_0027,0,10,30,wesad
bvp_S10_non_stress_0028,0,10,31,wesad
bvp_S10_non_stress_0029,0,10,32,wesad
bvp_S10_non_stress_0030,0,10,33,wesad
bvp_S10_non_stress_0031,0,10,34,wesad
bvp_S10_non_stress_0032,0,10,35,wesad
bvp_S10_non_stress_0033,0,10,36,wesad
bvp_S10_non_stress_0034,0,10,37,wesad
bvp_S10_non_stress_0035,0,10,38,wesad
bvp_S10_non_stress_0036,0,10,39,wesad
bvp_S10_non_stress_0037,0,10,40,wesad
bvp_S10_non_stress_0038,0,10,41,wesad
bvp_S10_non_stress_0039,0,10,53,wesad
bvp_S10_non_stress_0040,0,10,54,wesad
bvp_S10_non_stress_0041,0,10,55,wesad
bvp_S10_non_stress_0042,0,10,56,wesad
bvp_S10_non_stress_0043,0,10,57,wesad
bvp_S10_non_stress_0044,0,10,58,wesad
bvp_S10_non_stress_0045,0,10,59,wesad
bvp_S10_non_stress_0046,0,10,60,wesad
bvp_S10_non_stress_0047,0,10,61,wesad
bvp_S10_non_stress_0048,0,10,62,wesad
bvp_S10_non_stress_0049,0,10,63,wesad
bvp_S10_non_stress_0050,0,10,64,wesad
bvp_S10_stress_0000,1,10,107,wesad
bvp_S10_stress_0001,1,10,108,wesad
bvp_S10_stress_0002,1,10,109,wesad
bvp_S10_stress_0003,1,10,110,wesad
bvp_S10_stress_0004,1,10,111,wesad
bvp_S10_stress_0005,1,10,112,wesad
bvp_S10_stress_0006,1,10,113,wesad
bvp_S10_stress_0007,1,10,114,wesad
bvp_S10_stress_0008,1,10,115,wesad
bvp_S10_stress_0009,1,10,116,wesad
bvp_S10_stress_0010,1,10,117,wesad
bvp_S10_stress_0011,1,10,118,wesad
bvp_S10_stress_0012,1,10,119,wesad
bvp_S10_stress_0013,1,10,120,wesad
bvp_S10_stress_0014,1,10,121,wesad
bvp_S10_stress_0015,1,10,122,wesad
bvp_S10_stress_0016,1,10,123,wesad
bvp_S10_stress_0017,1,10,124,wesad
bvp_S10_stress_0018,1,10,125,wesad
bvp_S10_stress_0019,1,10,126,wesad
bvp_S10_stress_0020,1,10,127,wesad
bvp_S10_stress_0021,1,10,128,wesad
bvp_S10_stress_0022,1,10,129,wesad
bvp_S11_non_stress_0000,0,11,3,wesad
bvp_S11_non_stress_0001,0,11,4,wesad
bvp_S11_non_stress_0002,0,11,5,wesad
bvp_S11_non_stress_0003,0,11,6,wesad
bvp_S11_non_stress_0004,0,11,7,wesad
bvp_S11_non_stress_0005,0,11,8,wesad
bvp_S11_non_stress_0006,0,11,9,wesad
bvp_S11_non_stress_0007,0,11,10,wesad
bvp_S11_non_stress_0008,0,11,11,wesad
bvp_S11_non_stress_0009,0,11,12,wesad
bvp_S11_non_stress_0010,0,11,13,wesad
bvp_S11_non_stress_0011,0,11,14,wesad
bvp_S11_non_stress_0012,0,11,15,wesad
bvp_S11_non_stress_0013,0,11,16,wesad
bvp_S11_non_stress_0014,0,11,17,wesad
bvp_S11_non_stress_0015,0,11,18,wesad
bvp_S11_non_stress_0016,0,11,19,wesad
bvp_S11_non_stress_0017,0,11,20,wesad
bvp_S11_non_stress_0018,0,11,21,wesad
bvp_S11_non_stress_0019,0,11,22,wesad
bvp_S11_non_stress_0020,0,11,23,wesad
bvp_S11_non_stress_0021,0,11,24,wesad
bvp_S11_non_stress_0022,0,11,25,wesad
bvp_S11_non_stress_0023,0,11,26,wesad
bvp_S11_non_stress_0024,0,11,27,wesad
bvp_S11_non_stress_0025,0,11,28,wesad
bvp_S11_non_stress_0026,0,11,29,wesad
bvp_S11_non_stress_0027,0,11,30,wesad
bvp_S11_non_stress_0028,0,11,31,wesad
bvp_S11_non_stress_0029,0,11,32,wesad
bvp_S11_non_stress_0030,0,11,33,wesad
bvp_S11_non_stress_0031,0,11,34,wesad
bvp_S11_non_stress_0032,0,11,35,wesad
bvp_S11_non_stress_0033,0,11,36,wesad
bvp_S11_non_stress_0034,0,11,37,wesad
bvp_S11_non_stress_0035,0,11,38,wesad
bvp_S11_non_stress_0036,0,11,39,wesad
bvp_S11_non_stress_0037,0,11,40,wesad
bvp_S11_non_stress_0038,0,11,41,wesad
bvp_S11_stress_0000,1,11,64,wesad
bvp_S11_stress_0001,1,11,65,wesad
bvp_S11_stress_0002,1,11,66,wesad
bvp_S11_stress_0003,1,11,67,wesad
bvp_S11_stress_0004,1,11,68,wesad
bvp_S11_stress_0005,1,11,69,wesad
bvp_S11_stress_0006,1,11,70,wesad
bvp_S11_stress_0007,1,11,71,wesad
bvp_S11_stress_0008,1,11,72,wesad
bvp_S11_stress_0009,1,11,73,wesad
bvp_S11_stress_0010,1,11,74,wesad
bvp_S11_stress_0011,1,11,75,wesad
bvp_S11_stress_0012,1,11,76,wesad
bvp_S11_stress_0013,1,11,77,wesad
bvp_S11_stress_0014,1,11,78,wesad
bvp_S11_stress_0015,1,11,79,wesad
bvp_S11_stress_0016,1,11,80,wesad
bvp_S11_stress_0017,1,11,81,wesad
bvp_S11_stress_0018,1,11,82,wesad
bvp_S11_stress_0019,1,11,83,wesad
bvp_S11_stress_0020,1,11,84,wesad
bvp_S11_stress_0021,1,11,85,wesad
bvp_S11_non_stress_0039,0,11,137,wesad
bvp_S11_non_stress_0040,0,11,138,wesad
bvp_S11_non_stress_0041,0,11,139,wesad
bvp_S11_non_stress_0042,0,11,140,wesad
bvp_S11_non_stress_0043,0,11,141,wesad
bvp_S11_non_stress_0044,0,11,142,wesad
bvp_S11_non_stress_0045,0,11,143,wesad
bvp_S11_non_stress_0046,0,11,144,wesad
bvp_S11_non_stress_0047,0,11,145,wesad
bvp_S11_non_stress_0048,0,11,146,wesad
bvp_S11_non_stress_0049,0,11,147,wesad
bvp_S11_non_stress_0050,0,11,148,wesad
bvp_S13_non_stress_0000,0,13,3,wesad
bvp_S13_non_stress_0001,0,13,4,wesad
bvp_S13_non_stress_0002,0,13,5,wesad
bvp_S13_non_stress_0003,0,13,6,wesad
bvp_S13_non_stress_0004,0,13,7,wesad
bvp_S13_non_stress_0005,0,13,8,wesad
bvp_S13_non_stress_0006,0,13,9,wesad
bvp_S13_non_stress_0007,0,13,10,wesad
bvp_S13_non_stress_0008,0,13,11,wesad
bvp_S13_non_stress_0009,0,13,12,wesad
bvp_S13_non_stress_0010,0,13,13,wesad
bvp_S13_non_stress_0011,0,13,14,wesad
bvp_S13_non_stress_0012,0,13,15,wesad
bvp_S13_non_stress_0013,0,13,16,wesad
bvp_S13_non_stress_0014,0,13,17,wesad
bvp_S13_non_stress_0015,0,13,18,wesad
bvp_S13_non_stress_0016,0,13,19,wesad
bvp_S13_non_stress_0017,0,13,20,wesad
bvp_S13_non_stress_0018,0,13,21,wesad
bvp_S13_non_stress_0019,0,13,22,wesad
bvp_S13_non_stress_0020,0,13,23,wesad
bvp_S13_non_stress_0021,0,13,24,wesad
bvp_S13_non_stress_0022,0,13,25,wesad
bvp_S13_non_stress_0023,0,13,26,wesad
bvp_S13_non_stress_0024,0,13,27,wesad
bvp_S13_non_stress_0025,0,13,28,wesad
bvp_S13_non_stress_0026,0,13,29,wesad
bvp_S13_non_stress_0027,0,13,30,wesad
bvp_S13_non_stress_0028,0,13,31,wesad
bvp_S13_non_stress_0029,0,13,32,wesad
bvp_S13_non_stress_0030,0,13,33,wesad
bvp_S13_non_stress_0031,0,13,34,wesad
bvp_S13_non_stress_0032,0,13,35,wesad
bvp_S13_non_stress_0033,0,13,36,wesad
bvp_S13_non_stress_0034,0,13,37,wesad
bvp_S13_non_stress_0035,0,13,38,wesad
bvp_S13_non_stress_0036,0,13,39,wesad
bvp_S13_non_stress_0037,0,13,40,wesad
bvp_S13_non_stress_0038,0,13,41,wesad
bvp_S13_non_stress_0039,0,13,56,wesad
bvp_S13_non_stress_0040,0,13,57,wesad
bvp_S13_non_stress_0041,0,13,58,wesad
bvp_S13_non_stress_0042,0,13,59,wesad
bvp_S13_non_stress_0043,0,13,60,wesad
bvp_S13_non_stress_0044,0,13,61,wesad
bvp_S13_non_stress_0045,0,13,62,wesad
bvp_S13_non_stress_0046,0,13,63,wesad
bvp_S13_non_stress_0047,0,13,64,wesad
bvp_S13_non_stress_0048,0,13,65,wesad
bvp_S13_non_stress_0049,0,13,66,wesad
bvp_S13_non_stress_0050,0,13,67,wesad
bvp_S13_stress_0000,1,13,109,wesad
bvp_S13_stress_0001,1,13,110,wesad
bvp_S13_stress_0002,1,13,111,wesad
bvp_S13_stress_0003,1,13,112,wesad
bvp_S13_stress_0004,1,13,113,wesad
bvp_S13_stress_0005,1,13,114,wesad
bvp_S13_stress_0006,1,13,115,wesad
bvp_S13_stress_0007,1,13,116,wesad
bvp_S13_stress_0008,1,13,117,wesad
bvp_S13_stress_0009,1,13,118,wesad
bvp_S13_stress_0010,1,13,119,wesad
bvp_S13_stress_0011,1,13,120,wesad
bvp_S13_stress_0012,1,13,121,wesad
bvp_S13_stress_0013,1,13,122,wesad
bvp_S13_stress_0014,1,13,123,wesad
bvp_S13_stress_0015,1,13,124,wesad
bvp_S13_stress_0016,1,13,125,wesad
bvp_S13_stress_0017,1,13,126,wesad
bvp_S13_stress_0018,1,13,127,wesad
bvp_S13_stress_0019,1,13,128,wesad
bvp_S13_stress_0020,1,13,129,wesad
bvp_S13_stress_0021,1,13,130,wesad
bvp_S14_non_stress_0000,0,14,1,wesad
bvp_S14_non_stress_0001,0,14,2,wesad
bvp_S14_non_stress_0002,0,14,3,wesad
bvp_S14_non_stress_0003,0,14,4,wesad
bvp_S14_non_stress_0004,0,14,5,wesad
bvp_S14_non_stress_0005,0,14,6,wesad
bvp_S14_non_stress_0006,0,14,7,wesad
bvp_S14_non_stress_0007,0,14,8,wesad
bvp_S14_non_stress_0008,0,14,9,wesad
bvp_S14_non_stress_0009,0,14,10,wesad
bvp_S14_non_stress_0010,0,14,11,wesad
bvp_S14_non_stress_0011,0,14,12,wesad
bvp_S14_non_stress_0012,0,14,13,wesad
bvp_S14_non_stress_0013,0,14,14,wesad
bvp_S14_non_stress_0014,0,14,15,wesad
bvp_S14_non_stress_0015,0,14,16,wesad
bvp_S14_non_stress_0016,0,14,17,wesad
bvp_S14_non_stress_0017,0,14,18,wesad
bvp_S14_non_stress_0018,0,14,19,wesad
bvp_S14_non_stress_0019,0,14,20,wesad
bvp_S14_non_stress_0020,0,14,21,wesad
bvp_S14_non_stress_0021,0,14,22,wesad
bvp_S14_non_stress_0022,0,14,23,wesad
bvp_S14_non_stress_0023,0,14,24,wesad
bvp_S14_non_stress_0024,0,14,25,wesad
bvp_S14_non_stress_0025,0,14,26,wesad
bvp_S14_non_stress_0026,0,14,27,wesad
bvp_S14_non_stress_0027,0,14,28,wesad
bvp_S14_non_stress_0028,0,14,29,wesad
bvp_S14_non_stress_0029,0,14,30,wesad
bvp_S14_non_stress_0030,0,14,31,wesad
bvp_S14_non_stress_0031,0,14,32,wesad
bvp_S14_non_stress_0032,0,14,33,wesad
bvp_S14_non_stress_0033,0,14,34,wesad
bvp_S14_non_stress_0034,0,14,35,wesad
bvp_S14_non_stress_0035,0,14,36,wesad
bvp_S14_non_stress_0036,0,14,37,wesad
bvp_S14_non_stress_0037,0,14,38,wesad
bvp_S14_non_stress_0038,0,14,39,wesad
bvp_S14_stress_0000,1,14,64,wesad
bvp_S14_stress_0001,1,14,65,wesad
bvp_S14_stress_0002,1,14,66,wesad
bvp_S14_stress_0003,1,14,67,wesad
bvp_S14_stress_0004,1,14,68,wesad
bvp_S14_stress_0005,1,14,69,wesad
bvp_S14_stress_0006,1,14,70,wesad
bvp_S14_stress_0007,1,14,71,wesad
bvp_S14_stress_0008,1,14,72,wesad
bvp_S14_stress_0009,1,14,73,wesad
bvp_S14_stress_0010,1,14,74,wesad
bvp_S14_stress_0011,1,14,75,wesad
bvp_S14_stress_0012,1,14,76,wesad
bvp_S14_stress_0013,1,14,77,wesad
bvp_S14_stress_0014,1,14,78,wesad
bvp_S14_stress_0015,1,14,79,wesad
bvp_S14_stress_0016,1,14,80,wesad
bvp_S14_stress_0017,1,14,81,wesad
bvp_S14_stress_0018,1,14,82,wesad
bvp_S14_stress_0019,1,14,83,wesad
bvp_S14_stress_0020,1,14,84,wesad
bvp_S14_stress_0021,1,14,85,wesad
bvp_S14_non_stress_0039,0,14,144,wesad
bvp_S14_non_stress_0040,0,14,145,wesad
bvp_S14_non_stress_0041,0,14,146,wesad
bvp_S14_non_stress_0042,0,14,147,wesad
bvp_S14_non_stress_0043,0,14,148,wesad
bvp_S14_non_stress_0044,0,14,149,wesad
bvp_S14_non_stress_0045,0,14,150,wesad
bvp_S14_non_stress_0046,0,14,151,wesad
bvp_S14_non_stress_0047,0,14,152,wesad
bvp_S14_non_stress_0048,0,14,153,wesad
bvp_S14_non_stress_0049,0,14,154,wesad
bvp_S14_non_stress_0050,0,14,155,wesad
bvp_S15_non_stress_0000,0,15,4,wesad
bvp_S15_non_stress_0001,0,15,5,wesad
bvp_S15_non_stress_0002,0,15,6,wesad
bvp_S15_non_stress_0003,0,15,7,wesad
bvp_S15_non_stress_0004,0,15,8,wesad
bvp_S15_non_stress_0005,0,15,9,wesad
bvp_S15_non_stress_0006,0,15,10,wesad
bvp_S15_non_stress_0007,0,15,11,wesad
bvp_S15_non_stress_0008,0,15,12,wesad
bvp_S15_non_stress_0009,0,15,13,wesad
bvp_S15_non_stress_0010,0,15,14,wesad
bvp_S15_non_stress_0011,0,15,15,wesad
bvp_S15_non_stress_0012,0,15,16,wesad
bvp_S15_non_stress_0013,0,15,17,wesad
bvp_S15_non_stress_0014,0,15,18,wesad
bvp_S15_non_stress_0015,0,15,19,wesad
bvp_S15_non_stress_0016,0,15,20,wesad
bvp_S15_non_stress_0017,0,15,21,wesad
bvp_S15_non_stress_0018,0,15,22,wesad
bvp_S15_non_stress_0019,0,15,23,wesad
bvp_S15_non_stress_0020,0,15,24,wesad
bvp_S15_non_stress_0021,0,15,25,wesad
bvp_S15_non_stress_0022,0,15,26,wesad
bvp_S15_non_stress_0023,0,15,27,wesad
bvp_S15_non_stress_0024,0,15,28,wesad
bvp_S15_non_stress_0025,0,15,29,wesad
bvp_S15_non_stress_0026,0,15,30,wesad
bvp_S15_non_stress_0027,0,15,31,wesad
bvp_S15_non_stress_0028,0,15,32,wesad
bvp_S15_non_stress_0029,0,15,33,wesad
bvp_S15_non_stress_0030,0,15,34,wesad
bvp_S15_non_stress_0031,0,15,35,wesad
bvp_S15_non_stress_0032,0,15,36,wesad
bvp_S15_non_stress_0033,0,15,37,wesad
bvp_S15_non_stress_0034,0,15,38,wesad
bvp_S15_non_stress_0035,0,15,39,wesad
bvp_S15_non_stress_0036,0,15,40,wesad
bvp_S15_non_stress_0037,0,15,41,wesad
bvp_S15_non_stress_0038,0,15,42,wesad
bvp_S15_non_stress_0039,0,15,54,wesad
bvp_S15_non_stress_0040,0,15,55,wesad
bvp_S15_non_stress_0041,0,15,56,wesad
bvp_S15_non_stress_0042,0,15,57,wesad
bvp_S15_non_stress_0043,0,15,58,wesad
bvp_S15_non_stress_0044,0,15,59,wesad
bvp_S15_non_stress_0045,0,15,60,wesad
bvp_S15_non_stress_0046,0,15,61,wesad
bvp_S15_non_stress_0047,0,15,62,wesad
bvp_S15_non_stress_0048,0,15,63,wesad
bvp_S15_non_stress_0049,0,15,64,wesad
bvp_S15_non_stress_0050,0,15,65,wesad
bvp_S15_stress_0000,1,15,104,wesad
bvp_S15_stress_0001,1,15,105,wesad
bvp_S15_stress_0002,1,15,106,wesad
bvp_S15_stress_0003,1,15,107,wesad
bvp_S15_stress_0004,1,15,108,wesad
bvp_S15_stress_0005,1,15,109,wesad
bvp_S15_stress_0006,1,15,110,wesad
bvp_S15_stress_0007,1,15,111,wesad
bvp_S15_stress_0008,1,15,112,wesad
bvp_S15_stress_0009,1,15,113,wesad
bvp_S15_stress_0010,1,15,114,wesad
bvp_S15_stress_0011,1,15,115,wesad
bvp_S15_stress_0012,1,15,116,wesad
bvp_S15_stress_0013,1,15,117,wesad
bvp_S15_stress_0014,1,15,118,wesad
bvp_S15_stress_0015,1,15,119,wesad
bvp_S15_stress_0016,1,15,120,wesad
bvp_S15_stress_0017,1,15,121,wesad
bvp_S15_stress_0018,1,15,122,wesad
bvp_S15_stress_0019,1,15,123,wesad
bvp_S15_stress_0020,1,15,124,wesad
bvp_S15_stress_0021,1,15,125,wesad
bvp_S16_non_stress_0000,0,16,4,wesad
bvp_S16_non_stress_0001,0,16,5,wesad
bvp_S16_non_stress_0002,0,16,6,wesad
bvp_S16_non_stress_0003,0,16,7,wesad
bvp_S16_non_stress_0004,0,16,8,wesad
bvp_S16_non_stress_0005,0,16,9,wesad
bvp_S16_non_stress_0006,0,16,10,wesad
bvp_S16_non_stress_0007,0,16,11,wesad
bvp_S16_non_stress_0008,0,16,12,wesad
bvp_S16_non_stress_0009,0,16,13,wesad
bvp_S16_non_stress_0010,0,16,14,wesad
bvp_S16_non_stress_0011,0,16,15,wesad
bvp_S16_non_stress_0012,0,16,16,wesad
bvp_S16_non_stress_0013,0,16,17,wesad
bvp_S16_non_stress_0014,0,16,18,wesad
bvp_S16_non_stress_0015,0,16,19,wesad
bvp_S16_non_stress_0016,0,16,20,wesad
bvp_S16_non_stress_0017,0,16,21,wesad
bvp_S16_non_stress_0018,0,16,22,wesad
bvp_S16_non_stress_0019,0,16,23,wesad
bvp_S16_non_stress_0020,0,16,24,wesad
bvp_S16_non_stress_0021,0,16,25,wesad
bvp_S16_non_stress_0022,0,16,26,wesad
bvp_S16_non_stress_0023,0,16,27,wesad
bvp_S16_non_stress_0024,0,16,28,wesad
bvp_S16_non_stress_0025,0,16,29,wesad
bvp_S16_non_stress_0026,0,16,30,wesad
bvp_S16_non_stress_0027,0,16,31,wesad
bvp_S16_non_stress_0028,0,16,32,wesad
bvp_S16_non_stress_0029,0,16,33,wesad
bvp_S16_non_stress_0030,0,16,34,wesad
bvp_S16_non_stress_0031,0,16,35,wesad
bvp_S16_non_stress_0032,0,16,36,wesad
bvp_S16_non_stress_0033,0,16,37,wesad
bvp_S16_non_stress_0034,0,16,38,wesad
bvp_S16_non_stress_0035,0,16,39,wesad
bvp_S16_non_stress_0036,0,16,40,wesad
bvp_S16_non_stress_0037,0,16,41,wesad
bvp_S16_stress_0000,1,16,67,wesad
bvp_S16_stress_0001,1,16,68,wesad
bvp_S16_stress_0002,1,16,69,wesad
bvp_S16_stress_0003,1,16,70,wesad
bvp_S16_stress_0004,1,16,71,wesad
bvp_S16_stress_0005,1,16,72,wesad
bvp_S16_stress_0006,1,16,73,wesad
bvp_S16_stress_0007,1,16,74,wesad
bvp_S16_stress_0008,1,16,75,wesad
bvp_S16_stress_0009,1,16,76,wesad
bvp_S16_stress_0010,1,16,77,wesad
bvp_S16_stress_0011,1,16,78,wesad
bvp_S16_stress_0012,1,16,79,wesad
bvp_S16_stress_0013,1,16,80,wesad
bvp_S16_stress_0014,1,16,81,wesad
bvp_S16_stress_0015,1,16,82,wesad
bvp_S16_stress_0016,1,16,83,wesad
bvp_S16_stress_0017,1,16,84,wesad
bvp_S16_stress_0018,1,16,85,wesad
bvp_S16_stress_0019,1,16,86,wesad
bvp_S16_stress_0020,1,16,87,wesad
bvp_S16_non_stress_0038,0,16,144,wesad
bvp_S16_non_stress_0039,0,16,145,wesad
bvp_S16_non_stress_0040,0,16,146,wesad
bvp_S16_non_stress_0041,0,16,147,wesad
bvp_S16_non_stress_0042,0,16,148,wesad
bvp_S16_non_stress_0043,0,16,149,wesad
bvp_S16_non_stress_0044,0,16,150,wesad
bvp_S16_non_stress_0045,0,16,151,wesad
bvp_S16_non_stress_0046,0,16,152,wesad
bvp_S16_non_stress_0047,0,16,153,wesad
bvp_S16_non_stress_0048,0,16,154,wesad
bvp_S16_non_stress_0049,0,16,155,wesad
bvp_S17_non_stress_0000,0,17,3,wesad
bvp_S17_non_stress_0001,0,17,4,wesad
bvp_S17_non_stress_0002,0,17,5,wesad
bvp_S17_non_stress_0003,0,17,6,wesad
bvp_S17_non_stress_0004,0,17,7,wesad
bvp_S17_non_stress_0005,0,17,8,wesad
bvp_S17_non_stress_0006,0,17,9,wesad
bvp_S17_non_stress_0007,0,17,10,wesad
bvp_S17_non_stress_0008,0,17,11,wesad
bvp_S17_non_stress_0009,0,17,12,wesad
bvp_S17_non_stress_0010,0,17,13,wesad
bvp_S17_non_stress_0011,0,17,14,wesad
bvp_S17_non_stress_0012,0,17,15,wesad
bvp_S17_non_stress_0013,0,17,16,wesad
bvp_S17_non_stress_0014,0,17,17,wesad
bvp_S17_non_stress_0015,0,17,18,wesad
bvp_S17_non_stress_0016,0,17,19,wesad
bvp_S17_non_stress_0017,0,17,20,wesad
bvp_S17_non_stress_0018,0,17,21,wesad
bvp_S17_non_stress_0019,0,17,22,wesad
bvp_S17_non_stress_0020,0,17,23,wesad
bvp_S17_non_stress_0021,0,17,24,wesad
bvp_S17_non_stress_0022,0,17,25,wesad
bvp_S17_non_stress_0023,0,17,26,wesad
bvp_S17_non_stress_0024,0,17,27,wesad
bvp_S17_non_stress_0025,0,17,28,wesad
bvp_S17_non_stress_0026,0,17,29,wesad
bvp_S17_non_stress_0027,0,17,30,wesad
bvp_S17_non_stress_0028,0,17,31,wesad
bvp_S17_non_stress_0029,0,17,32,wesad
bvp_S17_non_stress_0030,0,17,33,wesad
bvp_S17_non_stress_0031,0,17,34,wesad
bvp_S17_non_stress_0032,0,17,35,wesad
bvp_S17_non_stress_0033,0,17,36,wesad
bvp_S17_non_stress_0034,0,17,37,wesad
bvp_S17_non_stress_0035,0,17,38,wesad
bvp_S17_non_stress_0036,0,17,39,wesad
bvp_S17_non_stress_0037,0,17,40,wesad
bvp_S17_non_stress_0038,0,17,41,wesad
bvp_S17_non_stress_0039,0,17,58,wesad
bvp_S17_non_stress_0040,0,17,59,wesad
bvp_S17_non_stress_0041,0,17,60,wesad
bvp_S17_non_stress_0042,0,17,61,wesad
bvp_S17_non_stress_0043,0,17,62,wesad
bvp_S17_non_stress_0044,0,17,63,wesad
bvp_S17_non_stress_0045,0,17,64,wesad
bvp_S17_non_stress_0046,0,17,65,wesad
bvp_S17_non_stress_0047,0,17,66,wesad
bvp_S17_non_stress_0048,0,17,67,wesad
bvp_S17_non_stress_0049,0,17,68,wesad
bvp_S17_non_stress_0050,0,17,69,wesad
bvp_S17_stress_0000,1,17,117,wesad
bvp_S17_stress_0001,1,17,118,wesad
bvp_S17_stress_0002,1,17,119,wesad
bvp_S17_stress_0003,1,17,120,wesad
bvp_S17_stress_0004,1,17,121,wesad
bvp_S17_stress_0005,1,17,122,wesad
bvp_S17_stress_0006,1,17,123,wesad
bvp_S17_stress_0007,1,17,124,wesad
bvp_S17_stress_0008,1,17,125,wesad
bvp_S17_stress_0009,1,17,126,wesad
bvp_S17_stress_0010,1,17,127,wesad
bvp_S17_stress_0011,1,17,128,wesad
bvp_S17_stress_0012,1,17,129,wesad
bvp_S17_stress_0013,1,17,130,wesad
bvp_S17_stress_0014,1,17,131,wesad
bvp_S17_stress_0015,1,17,132,wesad
bvp_S17_stress_0016,1,17,133,wesad
bvp_S17_stress_0017,1,17,134,wesad
bvp_S17_stress_0018,1,17,135,wesad
bvp_S17_stress_0019,1,17,136,wesad
bvp_S17_stress_0020,1,17,137,wesad
bvp_S17_stress_0021,1,17,138,wesad
bvp_S17_stress_0022,1,17,139,wesad
bvp_S17_stress_0023,1,17,140,wesad
